Unnamed: 0,target,repeat,ic_efe_threshold,ic_div_threshold,num_replanning,trial_steps,timesteps_inside_target,computation_time,unfinished
124,2,2,1.0,60.0,71,101,85,45.88474869728088,False
125,8,5,-1.0,50.0,30,101,86,25.91694951057434,False
126,7,6,-1.0,-1.0,100,101,71,49.70645356178284,False
127,4,7,1.0,70.0,73,101,83,47.06566882133484,False
128,4,7,-1.0,30.0,36,101,81,28.450278997421265,False
129,7,4,-1.0,60.0,31,101,63,26.45438551902771,False
130,2,0,1.0,20.0,87,101,86,51.13862061500549,False
131,2,2,1.0,70.0,71,101,85,46.18255829811096,False
132,11,5,1.0,70.0,87,101,67,52.0914318561554,False
133,3,5,-1.0,-1.0,100,101,88,49.84833526611328,False
134,4,8,1.0,30.0,91,101,81,53.359354734420776,False
135,0,8,1.0,20.0,86,101,76,50.98121523857117,False
136,5,4,-1.0,30.0,42,101,73,30.557246446609497,False
137,4,5,1.0,70.0,79,101,75,48.86880135536194,False
138,4,9,-1.0,20.0,53,101,73,34.170939922332764,False
139,0,4,1.0,20.0,84,101,74,50.14101123809815,False
140,1,0,1.0,50.0,77,101,78,47.36451125144959,False
141,4,4,-1.0,40.0,33,101,71,27.71260356903076,False
142,4,9,1.0,20.0,91,101,77,53.03140449523926,False
143,7,2,1.0,-1.0,68,101,78,43.64587116241455,False
144,4,9,-1.0,30.0,42,101,68,30.51262927055359,False
145,0,6,1.0,30.0,87,101,69,51.46452522277832,False
146,6,4,1.0,70.0,68,101,71,45.24888968467712,False
147,9,3,-1.0,30.0,41,101,84,30.37734031677246,False
148,2,8,1.0,10.0,92,101,90,52.76460099220276,False
149,3,7,-1.0,70.0,24,101,86,24.50876498222351,False
150,0,3,1.0,50.0,86,101,78,50.666463136672974,False
151,7,7,-1.0,10.0,65,101,70,38.06116056442261,False
152,0,8,1.0,70.0,70,101,67,45.95685839653015,False
153,9,1,1.0,10.0,86,101,86,50.73520064353943,False
154,2,3,-1.0,20.0,60,101,84,36.546632051467896,False
155,5,4,-1.0,50.0,33,101,66,26.94737982749939,False
156,2,2,-1.0,60.0,30,101,82,26.033540964126587,False
157,4,9,-1.0,50.0,26,101,72,24.46780657768249,False
158,3,6,1.0,40.0,81,101,84,48.72685217857361,False
159,11,5,1.0,50.0,79,101,66,48.496928691864014,False
160,6,9,-1.0,60.0,28,101,52,25.53120255470276,False
161,1,3,1.0,10.0,90,101,70,51.881671667099,False
162,7,6,-1.0,60.0,28,101,68,25.494360208511356,False
163,5,3,-1.0,50.0,43,101,72,30.39353036880493,False
164,11,0,-1.0,30.0,41,101,64,30.243226766586304,False
165,0,9,1.0,70.0,75,101,71,47.76186680793762,False
166,5,9,-1.0,10.0,61,101,70,36.48358702659607,False
167,8,7,1.0,-1.0,71,101,82,44.84187769889832,False
168,3,5,-1.0,70.0,31,101,85,26.945571899414062,False
169,7,0,-1.0,-1.0,100,101,78,49.65382099151611,False
170,7,8,1.0,70.0,76,101,73,48.26597332954407,False
171,10,2,-1.0,10.0,74,101,71,43.880064725875854,False
172,6,5,-1.0,50.0,29,101,66,25.523261070251465,False
173,5,8,-1.0,60.0,29,101,63,25.77025842666626,False
174,4,3,-1.0,70.0,20,101,80,23.00891399383545,False
175,9,4,1.0,30.0,82,101,80,50.15715265274048,False
176,5,9,-1.0,50.0,40,101,72,29.30533123016357,False
177,7,6,1.0,30.0,90,101,72,52.88946223258972,False
178,1,9,1.0,70.0,81,101,76,54.81931805610657,False
179,0,3,-1.0,50.0,27,101,77,25.745691061019897,False
180,10,7,1.0,50.0,87,101,66,51.297648191452026,False
181,1,5,1.0,50.0,77,101,81,47.57577157020569,False
182,9,2,-1.0,60.0,25,101,78,24.501150131225582,False
183,11,4,-1.0,70.0,21,101,58,23.36121797561645,False
184,4,9,-1.0,60.0,26,101,69,24.7437481880188,False
185,2,1,1.0,60.0,76,101,82,47.61810517311096,False
186,4,4,1.0,30.0,86,101,82,51.321908473968506,False
187,11,6,1.0,20.0,85,101,74,51.02226781845093,False
188,0,7,-1.0,60.0,27,101,75,25.19925808906555,False
189,3,8,-1.0,60.0,27,101,84,24.96672415733337,False
190,5,8,1.0,70.0,74,101,72,47.321508169174194,False
191,6,7,1.0,10.0,90,101,72,51.9953989982605,False
192,8,2,-1.0,50.0,32,101,76,26.50889086723328,False
193,1,4,-1.0,30.0,34,101,71,27.84422183036804,False
194,8,5,1.0,40.0,84,101,80,49.812103271484375,False
195,8,1,-1.0,20.0,43,101,85,30.669531106948853,False
196,7,4,1.0,60.0,82,101,74,49.66831731796265,False
197,8,0,1.0,50.0,79,101,87,48.3330442905426,False
198,0,8,-1.0,30.0,41,101,68,30.235652208328247,False
199,10,5,-1.0,40.0,27,101,64,24.17158031463623,False
200,4,4,1.0,50.0,81,101,75,49.29343891143799,False
201,0,6,1.0,20.0,89,101,69,51.96504068374634,False
202,9,1,-1.0,50.0,29,101,74,25.621864318847656,False
203,6,3,1.0,40.0,86,101,72,50.5731852054596,False
204,11,3,1.0,60.0,82,101,67,49.89026308059693,False
205,9,2,-1.0,-1.0,100,101,87,49.71479916572571,False
206,11,9,1.0,50.0,77,101,65,47.98317265510559,False
207,7,1,-1.0,10.0,64,101,75,37.66058111190796,False
208,6,3,1.0,-1.0,70,101,70,44.56028270721436,False
209,1,3,1.0,20.0,84,101,70,50.37408971786499,False
210,0,2,1.0,60.0,76,101,67,47.46273708343506,False
211,11,1,-1.0,70.0,24,101,70,24.354918003082275,False
212,4,1,1.0,30.0,76,101,72,47.83016586303711,False
213,0,3,1.0,40.0,86,101,78,50.79384732246399,False
214,10,4,1.0,10.0,92,101,79,52.79099655151367,False
215,3,1,1.0,60.0,73,101,83,50.635181188583374,False
216,3,0,-1.0,10.0,58,101,85,35.414594411849976,False
217,3,7,1.0,50.0,82,101,86,49.41085481643677,False
218,5,9,-1.0,30.0,40,101,68,34.82879877090454,False
219,2,3,-1.0,10.0,68,101,83,41.13711643218994,False
220,2,1,-1.0,30.0,30,101,86,26.3576557636261,False
221,11,3,-1.0,50.0,31,101,63,26.20194721221924,False
222,7,3,1.0,20.0,83,101,67,50.12278270721436,False
223,3,5,-1.0,50.0,40,101,85,30.64363265037537,False
224,10,0,1.0,30.0,85,101,80,51.05222129821777,False
225,5,2,-1.0,60.0,30,101,68,26.062554359436035,False
226,5,8,1.0,20.0,92,101,71,53.07779669761658,False
227,10,3,1.0,60.0,87,101,74,51.587414026260376,False
228,0,9,1.0,30.0,80,101,76,54.53998708724976,False
229,9,7,1.0,60.0,78,101,81,48.669806241989136,False
230,2,4,-1.0,30.0,43,101,87,30.947954654693604,False
231,3,7,-1.0,30.0,35,101,86,28.19904851913452,False
232,2,7,1.0,60.0,80,101,83,49.0313892364502,False
233,6,4,1.0,10.0,93,101,70,53.108376264572144,False
234,10,8,1.0,70.0,83,101,71,50.55481147766113,False
235,11,7,1.0,30.0,81,101,69,49.716110944747925,False
236,10,0,1.0,40.0,75,101,71,46.56601142883301,False
237,6,6,1.0,50.0,95,101,70,54.09672808647156,False
238,2,0,1.0,60.0,65,101,85,43.665894508361816,False
239,6,8,-1.0,60.0,32,101,71,26.864807605743408,False
240,1,9,1.0,60.0,79,101,76,48.77134990692139,False
241,11,2,1.0,10.0,95,101,65,57.36693549156189,False
242,7,7,-1.0,20.0,45,101,66,31.45715308189392,False
243,2,1,1.0,30.0,71,101,83,46.012306690216064,False
244,4,5,-1.0,20.0,52,101,74,33.76313829421997,False
245,6,3,-1.0,70.0,26,101,60,25.117830753326416,False
246,2,8,-1.0,30.0,42,101,88,30.661513090133667,False
247,10,5,1.0,70.0,80,101,73,49.48495960235596,False
248,2,0,-1.0,20.0,55,101,83,34.69204592704773,False
249,1,8,-1.0,20.0,45,101,80,31.26924514770508,False
250,2,2,1.0,40.0,84,101,85,49.68577170372009,False
251,6,7,-1.0,50.0,35,101,65,27.6959171295166,False
252,7,5,1.0,50.0,77,101,76,47.77267003059387,False
253,3,4,-1.0,70.0,27,101,86,25.625768899917603,False
254,0,7,-1.0,10.0,56,101,71,34.72631072998047,False
255,10,3,-1.0,40.0,51,101,67,32.249449014663696,False
256,7,5,1.0,20.0,88,101,75,51.93952131271362,False
257,8,4,1.0,70.0,76,101,78,48.08706784248352,False
258,11,4,-1.0,40.0,31,101,70,25.666117906570435,False
259,11,6,1.0,10.0,96,101,74,54.26919078826904,False
260,2,3,-1.0,70.0,36,101,86,28.459600687026978,False
261,2,5,1.0,30.0,80,101,87,49.103734493255615,False
262,6,0,1.0,-1.0,59,101,55,41.83221983909607,False
263,2,4,-1.0,-1.0,100,101,82,49.48254895210266,False
264,8,8,1.0,20.0,91,101,77,52.937127351760864,False
265,10,6,-1.0,60.0,30,101,73,26.15988612174988,False
266,5,9,1.0,70.0,78,101,77,48.95672106742859,False
267,3,5,1.0,50.0,80,101,89,48.741732358932495,False
268,4,0,1.0,30.0,76,101,79,47.71384286880493,False
269,0,5,1.0,20.0,83,101,72,49.80109977722168,False
270,1,0,-1.0,60.0,30,101,69,25.900189638137817,False
271,7,8,-1.0,50.0,33,101,71,26.78844308853149,False
272,0,7,1.0,-1.0,69,101,65,44.836379051208496,False
273,10,9,1.0,60.0,80,101,76,49.2055766582489,False
274,3,6,-1.0,40.0,29,101,85,26.4194450378418,False
275,3,5,-1.0,20.0,52,101,84,33.83306670188904,False
276,4,3,-1.0,30.0,42,101,78,30.536516189575195,False
277,4,9,1.0,10.0,93,101,77,53.10987401008606,False
278,9,1,-1.0,30.0,26,101,83,25.043633699417114,False
279,8,6,-1.0,10.0,59,101,77,35.91769862174988,False
280,8,7,1.0,60.0,76,101,81,47.45011806488037,False
281,4,2,1.0,10.0,90,101,80,51.98837614059448,False
282,1,0,1.0,10.0,92,101,82,52.40757989883423,False
283,7,4,-1.0,50.0,37,101,63,28.39649724960327,False
284,1,3,-1.0,30.0,39,101,76,29.610716819763184,False
285,8,3,1.0,70.0,78,101,87,48.75602197647095,False
286,2,4,-1.0,20.0,50,101,87,33.04207491874695,False
287,1,4,1.0,20.0,86,101,77,51.04086637496948,False
288,9,1,-1.0,70.0,28,101,74,25.692200183868408,False
289,6,2,-1.0,50.0,32,101,62,28.28202176094055,False
290,9,0,-1.0,40.0,31,101,81,33.04937243461609,False
291,1,4,-1.0,60.0,34,101,86,27.55781841278076,False
292,7,1,1.0,20.0,90,101,73,52.48101377487183,False
293,9,1,-1.0,-1.0,100,101,84,49.732755184173584,False
294,8,0,-1.0,30.0,38,101,86,28.97265839576721,False
295,2,9,1.0,10.0,87,101,86,50.970296144485474,False
296,6,8,-1.0,50.0,40,101,69,29.350378036499023,False
297,9,7,1.0,10.0,93,101,81,53.147911071777344,False
298,1,2,1.0,40.0,81,101,81,48.792596101760864,False
299,10,2,1.0,70.0,82,101,74,50.186023235321045,False
300,1,3,-1.0,60.0,27,101,72,25.120673418045044,False
301,10,1,-1.0,50.0,30,101,75,25.820887088775635,False
302,5,7,-1.0,60.0,30,101,73,26.108433485031128,False
303,0,4,1.0,10.0,97,101,69,54.32257962226868,False
304,0,6,1.0,-1.0,52,101,72,37.9877552986145,False
305,2,6,-1.0,-1.0,100,101,84,49.70749878883362,False
306,5,4,1.0,10.0,92,101,76,52.75272035598755,False
307,6,9,-1.0,70.0,19,101,60,22.666542768478397,False
308,11,3,-1.0,10.0,59,101,71,35.865171909332275,False
309,10,1,1.0,10.0,94,101,73,53.49972176551819,False
310,9,1,-1.0,10.0,56,101,82,34.83927655220032,False
311,6,7,-1.0,-1.0,100,101,65,49.61665511131287,False
312,3,6,-1.0,20.0,44,101,81,31.041094064712524,False
313,9,4,-1.0,50.0,27,101,81,24.893230676651,False
314,4,8,1.0,-1.0,64,101,70,43.62460684776306,False
315,9,8,-1.0,-1.0,100,101,82,49.74886751174927,False
316,8,5,1.0,30.0,88,101,76,52.04664063453674,False
317,7,2,-1.0,-1.0,100,101,67,49.67424654960632,False
318,2,4,1.0,70.0,52,101,81,39.43298816680908,False
319,8,6,1.0,70.0,81,101,83,49.74221181869507,False
320,1,7,1.0,20.0,83,101,81,49.98419642448425,False
321,11,0,-1.0,40.0,29,101,61,24.9156506061554,False
322,2,0,1.0,40.0,66,101,85,43.08735942840576,False
323,7,0,-1.0,60.0,26,101,71,24.53610730171204,False
324,0,3,1.0,60.0,86,101,78,51.04796814918518,False
325,0,0,-1.0,50.0,28,101,68,25.16584873199463,False
326,11,3,1.0,-1.0,77,101,59,46.96356725692749,False
327,5,2,1.0,20.0,77,101,76,47.88670444488525,False
328,3,8,1.0,60.0,79,101,90,48.88223314285278,False
329,9,2,1.0,60.0,81,101,86,49.24098467826843,False
330,1,4,1.0,70.0,71,101,79,46.20961928367615,False
331,3,8,1.0,10.0,90,101,90,51.8754448890686,False
332,10,6,-1.0,70.0,32,101,71,27.221629858016968,False
333,5,2,1.0,-1.0,66,101,76,42.99017405509949,False
334,5,4,-1.0,60.0,35,101,73,27.798194885253903,False
335,1,9,1.0,40.0,77,101,76,47.332520723342896,False
336,6,8,1.0,70.0,69,101,61,45.5435905456543,False
337,3,1,1.0,10.0,94,101,86,53.36084342002869,False
338,3,0,-1.0,20.0,49,101,88,36.40918564796448,False
339,9,6,-1.0,60.0,26,101,80,24.83379054069519,False
340,5,6,1.0,60.0,79,101,69,48.783382177352905,False
341,11,2,-1.0,70.0,26,101,62,25.02613401412964,False
342,5,5,1.0,60.0,81,101,78,49.47639322280884,False
343,10,5,-1.0,-1.0,100,101,76,50.6153085231781,False
344,0,1,1.0,50.0,87,101,75,50.99541401863098,False
345,1,8,1.0,50.0,80,101,79,48.69352316856384,False
346,1,8,-1.0,60.0,35,101,79,28.02635216712952,False
347,9,6,1.0,40.0,79,101,83,48.94067859649658,False
348,4,6,1.0,50.0,87,101,79,51.40551948547363,False
349,9,8,1.0,50.0,73,101,82,46.40454936027527,False
350,11,3,1.0,50.0,82,101,67,49.52506303787232,False
351,8,8,1.0,-1.0,62,101,79,41.72211837768555,False
352,9,1,-1.0,40.0,30,101,83,26.75497364997864,False
353,10,1,-1.0,40.0,44,101,80,31.5178496837616,False
354,4,3,-1.0,60.0,32,101,76,26.67563486099243,False
355,0,8,-1.0,20.0,47,101,66,31.884591817855835,False
356,9,1,1.0,60.0,82,101,80,49.6620397567749,False
357,6,8,1.0,10.0,89,101,66,51.687278032302856,False
358,5,8,1.0,30.0,92,101,71,53.58161401748657,False
359,10,9,-1.0,30.0,46,101,72,32.177738189697266,False
360,6,0,-1.0,70.0,25,101,45,24.60828447341919,False
361,8,8,1.0,50.0,78,101,80,48.14286756515503,False
362,0,9,-1.0,20.0,45,101,71,31.28798723220825,False
363,2,7,-1.0,70.0,26,101,86,25.054290294647217,False
364,11,9,-1.0,50.0,30,101,65,25.91859722137451,False
365,5,7,-1.0,70.0,31,101,73,26.94886088371277,False
366,3,4,1.0,40.0,75,101,83,46.960854053497314,False
367,1,6,1.0,-1.0,51,101,77,37.78718328475952,False
368,2,6,1.0,60.0,70,101,87,45.453442096710205,False
369,7,3,-1.0,-1.0,100,101,76,50.24457859992981,False
370,5,1,-1.0,40.0,39,101,66,29.62751841545105,False
371,2,6,1.0,-1.0,56,101,89,39.54883527755737,False
372,9,0,1.0,10.0,91,101,87,52.38280844688416,False
373,3,5,1.0,70.0,80,101,89,49.266562938690186,False
374,2,1,-1.0,50.0,32,101,78,26.57588243484497,False
375,9,7,1.0,40.0,77,101,81,47.41030430793762,False
376,0,0,-1.0,70.0,30,101,68,26.50269389152527,False
377,3,5,-1.0,10.0,69,101,84,39.3040554523468,False
378,4,6,1.0,-1.0,57,101,76,39.87719798088074,False
379,1,9,1.0,-1.0,54,101,73,38.80239415168762,False
380,5,8,-1.0,30.0,44,101,68,31.340657711029053,False
381,11,3,1.0,40.0,82,101,67,49.17711615562439,False
382,1,0,-1.0,50.0,30,101,69,26.855793714523315,False
383,0,9,-1.0,10.0,65,101,70,37.88917875289917,False
384,10,6,1.0,20.0,88,101,76,51.83722114562988,False
385,7,8,1.0,30.0,82,101,73,50.080344438552856,False
386,6,2,1.0,40.0,84,101,67,49.72885179519653,False
387,9,5,1.0,70.0,84,101,81,50.95677876472473,False
388,8,0,1.0,30.0,84,101,84,50.5317497253418,False
389,7,4,-1.0,30.0,43,101,67,30.90416646003723,False
390,10,3,1.0,50.0,88,101,81,51.55437874794006,False
391,3,9,1.0,10.0,87,101,85,50.87890768051148,False
392,10,4,-1.0,70.0,29,101,71,26.21567988395691,False
393,5,9,1.0,-1.0,55,101,69,39.24027061462402,False
394,3,7,-1.0,40.0,32,101,86,27.32980990409851,False
395,10,8,-1.0,60.0,29,101,75,25.938363075256348,False
396,10,7,-1.0,10.0,69,101,69,39.40469813346863,False
397,4,8,1.0,50.0,77,101,71,47.9218270778656,False
398,7,8,-1.0,60.0,33,101,71,27.376659154891968,False
399,9,3,1.0,60.0,78,101,85,48.211310148239136,False
400,10,1,-1.0,-1.0,100,101,76,49.767051219940186,False
401,6,6,1.0,60.0,80,101,69,49.227757930755615,False
402,1,2,1.0,60.0,73,101,78,46.43353462219238,False
403,8,0,-1.0,-1.0,100,101,84,49.828309059143066,False
404,10,6,1.0,40.0,90,101,76,53.00203704833984,False
405,0,9,1.0,20.0,85,101,76,50.67592287063599,False
406,9,6,1.0,30.0,91,101,82,53.18481159210205,False
407,7,0,-1.0,30.0,41,101,73,30.09130334854126,False
408,2,0,1.0,70.0,65,101,85,44.029359340667725,False
409,1,3,-1.0,50.0,22,101,76,23.036276817321777,False
410,7,0,-1.0,20.0,51,101,73,33.29293918609619,False
411,1,7,-1.0,70.0,34,101,71,27.859858751297,False
412,9,2,-1.0,50.0,25,101,78,26.00797200202942,False
413,11,9,-1.0,20.0,58,101,63,36.02666664123535,False
414,1,8,1.0,70.0,80,101,79,49.37259483337402,False
415,0,8,-1.0,70.0,25,101,73,29.03257727622986,False
416,4,8,1.0,10.0,91,101,81,52.45404601097107,False
417,11,7,-1.0,60.0,32,101,60,26.79577708244324,False
418,7,4,1.0,-1.0,71,101,78,46.32068276405335,False
419,1,3,1.0,40.0,86,101,79,50.40956974029541,False
420,1,5,1.0,30.0,73,101,76,46.8428852558136,False
421,3,6,-1.0,50.0,36,101,80,27.86846923828125,False
422,5,8,-1.0,-1.0,100,101,72,49.754677534103394,False
423,4,0,1.0,10.0,95,101,79,53.62196493148804,False
424,4,2,1.0,40.0,89,101,80,51.4486575126648,False
425,3,7,1.0,70.0,72,101,86,51.53146433830261,False
426,2,6,-1.0,10.0,65,101,89,37.98799467086792,False
427,2,3,-1.0,30.0,42,101,85,30.600440502166748,False
428,1,2,-1.0,20.0,53,101,81,34.01676869392395,False
429,9,0,1.0,20.0,80,101,87,48.83325839042664,False
430,2,2,-1.0,20.0,56,101,85,35.098116874694824,False
431,2,7,1.0,50.0,81,101,83,49.06254291534424,False
432,4,2,-1.0,10.0,76,101,77,41.80623078346253,False
433,4,1,-1.0,10.0,69,101,81,39.35936522483826,False
434,11,8,1.0,10.0,95,101,63,54.01729154586792,False
435,7,3,1.0,50.0,80,101,80,48.83723974227905,False
436,8,6,-1.0,40.0,36,101,85,28.666672706604004,False
437,11,5,1.0,30.0,75,101,72,47.60751676559448,False
438,10,2,-1.0,30.0,48,101,73,32.71141338348389,False
439,6,3,1.0,60.0,82,101,71,49.93187737464905,False
440,10,3,1.0,20.0,82,101,79,49.752917766571045,False
441,7,0,-1.0,70.0,31,101,66,26.731507539749146,False
442,11,3,-1.0,40.0,31,101,72,25.79127597808838,False
443,7,3,1.0,30.0,87,101,79,51.88699269294739,False
444,0,8,1.0,50.0,68,101,67,44.3521568775177,False
445,9,3,-1.0,10.0,62,101,85,36.93596124649048,False
446,8,2,-1.0,60.0,27,101,79,28.657220363616943,False
447,10,5,1.0,-1.0,61,101,75,41.36185312271118,False
448,8,9,1.0,30.0,85,101,80,51.29707646369934,False
449,5,4,1.0,30.0,83,101,73,50.39188861846924,False
450,8,3,1.0,30.0,87,101,83,51.676433801651,False
451,1,1,1.0,40.0,86,101,76,50.392239809036255,False
452,4,8,1.0,20.0,77,101,81,47.99183988571167,False
453,3,7,1.0,20.0,81,101,87,49.31640791893005,False
454,1,0,1.0,70.0,77,101,78,48.21878981590271,False
455,1,6,1.0,20.0,91,101,74,52.67108798027039,False
456,0,7,-1.0,20.0,44,101,76,30.9013454914093,False
457,0,7,-1.0,50.0,32,101,75,26.487491846084595,False
458,1,6,1.0,30.0,89,101,74,52.42076373100281,False
459,10,3,-1.0,-1.0,100,101,63,49.82408142089844,False
460,5,3,-1.0,20.0,53,101,70,34.19954442977905,False
461,5,9,-1.0,-1.0,100,101,75,49.99069142341614,False
462,9,3,1.0,50.0,69,101,83,45.13913559913635,False
463,11,8,-1.0,10.0,66,101,70,38.48175048828125,False
464,1,1,1.0,-1.0,56,101,81,39.28753399848938,False
465,10,8,-1.0,10.0,66,101,62,38.39316487312317,False
466,8,7,1.0,30.0,83,101,82,50.52341079711914,False
467,1,7,-1.0,30.0,38,101,75,29.261665105819706,False
468,8,0,-1.0,60.0,32,101,87,26.67252516746521,False
469,7,8,-1.0,10.0,64,101,69,37.6451690196991,False
470,4,8,-1.0,40.0,28,101,83,25.888349056243896,False
471,4,5,1.0,30.0,79,101,80,48.90851807594299,False
472,8,0,1.0,40.0,85,101,87,50.16331720352173,False
473,2,2,-1.0,10.0,66,101,84,38.32328248023987,False
474,2,7,1.0,30.0,84,101,83,50.55760192871094,False
475,7,6,-1.0,10.0,72,101,70,40.50472450256348,False
476,11,8,-1.0,20.0,45,101,59,31.47767186164856,False
477,0,3,-1.0,10.0,62,101,75,36.81957221031189,False
478,5,5,-1.0,20.0,55,101,69,34.92386341094971,False
479,6,9,1.0,40.0,81,101,70,49.31755995750427,False
480,4,5,1.0,-1.0,56,101,75,39.51038122177124,False
481,6,3,1.0,10.0,91,101,68,52.38204407691956,False
482,0,4,-1.0,20.0,44,101,71,30.91075086593628,False
483,10,0,1.0,20.0,88,101,80,51.83966684341431,False
484,10,0,1.0,70.0,75,101,71,47.66057586669922,False
485,2,6,1.0,10.0,96,101,87,54.146764039993286,False
486,6,6,1.0,70.0,80,101,69,49.370741844177246,False
487,6,9,1.0,60.0,81,101,70,49.56368780136109,False
488,3,6,-1.0,30.0,36,101,85,28.54105567932129,False
489,5,6,-1.0,50.0,44,101,72,30.60611343383789,False
490,3,8,-1.0,-1.0,100,101,87,49.91778111457825,False
491,10,0,1.0,60.0,75,101,71,47.17058873176575,False
492,10,3,-1.0,70.0,24,101,74,24.426422119140625,False
493,2,5,1.0,50.0,78,101,87,47.930832386016846,False
494,9,9,-1.0,10.0,66,101,83,38.45409274101257,False
495,6,0,-1.0,20.0,44,101,66,30.921062707901,False
496,7,9,1.0,50.0,89,101,68,52.074896812438965,False
497,2,3,1.0,70.0,77,101,87,48.14833664894104,False
498,8,8,1.0,60.0,76,101,81,47.590527057647705,False
499,8,4,-1.0,60.0,28,101,87,25.48649501800537,False
500,8,0,-1.0,10.0,75,101,84,41.39877271652222,False
501,5,0,1.0,40.0,83,101,70,49.88597536087036,False
502,2,0,-1.0,10.0,70,101,81,39.61351203918457,False
503,7,7,1.0,-1.0,57,101,68,39.95947408676148,False
504,9,6,-1.0,30.0,49,101,78,33.09896421432495,False
505,6,2,1.0,50.0,82,101,65,49.44773983955383,False
506,8,4,1.0,-1.0,75,101,79,46.22715592384338,False
507,11,2,1.0,60.0,78,101,69,48.6251003742218,False
508,7,5,-1.0,10.0,66,101,77,38.39813184738159,False
509,11,3,-1.0,30.0,54,101,71,34.78023910522461,False
510,11,1,-1.0,60.0,24,101,70,24.02874326705933,False
511,10,9,1.0,40.0,84,101,76,49.76697444915772,False
512,5,8,1.0,60.0,79,101,72,48.66535234451294,False
513,11,6,-1.0,-1.0,100,101,63,49.722228050231934,False
514,4,8,1.0,60.0,80,101,71,49.24739527702332,False
515,4,9,1.0,50.0,77,101,76,47.84363102912903,False
516,3,6,-1.0,70.0,29,101,83,26.19983053207397,False
517,1,3,1.0,70.0,84,101,79,50.67451333999634,False
518,9,5,1.0,30.0,84,101,79,50.85370230674744,False
519,6,2,1.0,-1.0,67,101,63,43.37595939636231,False
520,7,3,-1.0,60.0,41,101,70,29.940671920776367,False
521,1,9,-1.0,10.0,54,101,79,34.087109088897705,False
522,4,5,1.0,50.0,80,101,75,48.77425026893616,False
523,9,6,-1.0,40.0,37,101,85,29.25300693511963,False
524,7,5,-1.0,-1.0,100,101,74,49.70936107635498,False
525,6,6,-1.0,60.0,20,101,56,22.694576501846317,False
526,2,9,-1.0,30.0,37,101,82,28.88347029685974,False
527,10,6,1.0,30.0,81,101,76,49.843361139297485,False
528,1,6,1.0,40.0,73,101,78,45.73428416252136,False
529,9,1,1.0,20.0,81,101,86,49.21352362632752,False
530,4,7,1.0,30.0,84,101,80,55.92877459526062,False
531,0,5,-1.0,60.0,28,101,70,25.496240854263306,False
532,9,0,1.0,40.0,82,101,89,49.11403608322144,False
533,7,0,1.0,60.0,67,101,69,44.28799057006836,False
534,5,7,-1.0,30.0,40,101,72,29.78312730789185,False
535,6,1,1.0,70.0,55,101,69,40.60251474380493,False
536,2,9,1.0,30.0,80,101,86,49.473109006881714,False
537,1,6,-1.0,20.0,50,101,74,33.0837824344635,False
538,1,4,-1.0,50.0,34,101,86,27.17741823196411,False
539,6,2,-1.0,10.0,64,101,64,37.72105121612549,False
540,10,9,-1.0,-1.0,100,101,75,49.676010608673096,False
541,1,2,1.0,10.0,90,101,82,51.8066508769989,False
542,10,4,1.0,20.0,95,101,78,54.28073859214783,False
543,10,1,-1.0,60.0,26,101,63,28.53621006011963,False
544,0,5,-1.0,-1.0,100,101,73,49.50479602813721,False
545,9,0,-1.0,50.0,37,101,86,28.262632846832275,False
546,0,1,-1.0,40.0,39,101,76,29.766463041305546,False
547,8,2,1.0,30.0,86,101,86,51.33785629272461,False
548,11,0,-1.0,-1.0,100,101,73,50.49725580215454,False
549,11,8,1.0,50.0,77,101,70,47.793166637420654,False
550,11,3,1.0,70.0,82,101,67,50.29831075668335,False
551,3,9,-1.0,10.0,67,101,82,38.68641090393066,False
552,11,7,1.0,10.0,87,101,69,51.0568733215332,False
553,7,4,-1.0,40.0,38,101,69,29.452237606048584,False
554,10,2,-1.0,40.0,30,101,78,30.783894300460812,False
555,1,0,-1.0,40.0,43,101,77,31.05929136276245,False
556,5,7,1.0,70.0,67,101,67,44.94198298454285,False
557,4,3,1.0,10.0,89,101,81,51.63565468788147,False
558,4,5,1.0,20.0,88,101,80,51.956504583358765,False
559,11,8,1.0,60.0,73,101,61,46.71734261512756,False
560,1,8,-1.0,10.0,66,101,82,38.32203435897827,False
561,1,1,-1.0,60.0,32,101,69,26.761346101760864,False
562,5,3,-1.0,-1.0,100,101,76,49.632139682769775,False
563,2,5,-1.0,70.0,27,101,90,25.40189957618713,False
564,3,4,1.0,50.0,75,101,83,46.971186876297,False
565,8,5,-1.0,60.0,33,101,86,27.11802363395691,False
566,9,5,1.0,20.0,89,101,79,52.38308644294739,False
567,2,0,-1.0,50.0,38,101,86,28.542956829071045,False
568,9,2,-1.0,30.0,35,101,70,28.15903401374817,False
569,3,7,1.0,10.0,87,101,87,50.908236265182495,False
570,3,3,1.0,10.0,89,101,82,51.541280031204224,False
571,7,8,1.0,40.0,75,101,73,47.49653363227844,False
572,10,2,-1.0,60.0,25,101,70,24.51361393928528,False
573,2,9,-1.0,40.0,45,101,82,31.729384660720825,False
574,11,7,-1.0,40.0,46,101,66,31.00582766532898,False
575,11,6,-1.0,20.0,46,101,70,31.812155723571777,False
576,5,2,-1.0,40.0,35,101,74,28.298581838607788,False
577,5,9,1.0,10.0,100,101,79,55.651933670043945,False
578,4,7,-1.0,40.0,28,101,83,25.92328691482544,False
