target,repeat,ic_efe_threshold,ic_div_threshold,num_replanning,trial_steps,timesteps_inside_target,computation_time,unfinished
4,5,1.0,50.0,80,101,75,48.77425026893616,False
9,6,,40.0,37,101,85,29.25300693511963,False
7,5,,,100,101,74,49.70936107635498,False
6,6,,60.0,20,101,56,22.694576501846313,False
2,9,,30.0,37,101,82,28.88347029685974,False
10,6,1.0,30.0,81,101,76,49.843361139297485,False
1,6,1.0,40.0,73,101,78,45.73428416252136,False
9,1,1.0,20.0,81,101,86,49.213523626327515,False
4,7,1.0,30.0,84,101,80,55.92877459526062,False
0,5,,60.0,28,101,70,25.496240854263306,False
9,0,1.0,40.0,82,101,89,49.114036083221436,False
7,0,1.0,60.0,67,101,69,44.28799057006836,False
5,7,,30.0,40,101,72,29.783127307891846,False
6,1,1.0,70.0,55,101,69,40.60251474380493,False
2,9,1.0,30.0,80,101,86,49.473109006881714,False
1,6,,20.0,50,101,74,33.0837824344635,False
1,4,,50.0,34,101,86,27.17741823196411,False
6,2,,10.0,64,101,64,37.72105121612549,False
10,9,,,100,101,75,49.676010608673096,False
1,2,1.0,10.0,90,101,82,51.8066508769989,False
10,4,1.0,20.0,95,101,78,54.28073859214783,False
10,1,,60.0,26,101,63,28.53621006011963,False
0,5,,,100,101,73,49.50479602813721,False
9,0,,50.0,37,101,86,28.262632846832275,False
0,1,,40.0,39,101,76,29.766463041305542,False
8,2,1.0,30.0,86,101,86,51.33785629272461,False
11,0,,,100,101,73,50.49725580215454,False
11,8,1.0,50.0,77,101,70,47.793166637420654,False
11,3,1.0,70.0,82,101,67,50.29831075668335,False
3,9,,10.0,67,101,82,38.686410903930664,False
11,7,1.0,10.0,87,101,69,51.0568733215332,False
7,4,,40.0,38,101,69,29.452237606048584,False
10,2,,40.0,30,101,78,30.783894300460815,False
1,0,,40.0,43,101,77,31.05929136276245,False
5,7,1.0,70.0,67,101,67,44.94198298454285,False
4,3,1.0,10.0,89,101,81,51.63565468788147,False
4,5,1.0,20.0,88,101,80,51.956504583358765,False
11,8,1.0,60.0,73,101,61,46.71734261512756,False
1,8,,10.0,66,101,82,38.32203435897827,False
1,1,,60.0,32,101,69,26.761346101760864,False
5,3,,,100,101,76,49.632139682769775,False
2,5,,70.0,27,101,90,25.401899576187134,False
3,4,1.0,50.0,75,101,83,46.971186876297,False
8,5,,60.0,33,101,86,27.11802363395691,False
9,5,1.0,20.0,89,101,79,52.38308644294739,False
2,0,,50.0,38,101,86,28.542956829071045,False
9,2,,30.0,35,101,70,28.15903401374817,False
3,7,1.0,10.0,87,101,87,50.908236265182495,False
3,3,1.0,10.0,89,101,82,51.541280031204224,False
7,8,1.0,40.0,75,101,73,47.49653363227844,False
10,2,,60.0,25,101,70,24.51361393928528,False
2,9,,40.0,45,101,82,31.729384660720825,False
11,7,,40.0,46,101,66,31.00582766532898,False
11,6,,20.0,46,101,70,31.812155723571777,False
5,2,,40.0,35,101,74,28.298581838607788,False
5,9,1.0,10.0,100,101,79,55.651933670043945,False
4,7,,40.0,28,101,83,25.92328691482544,False
6,1,1.0,50.0,66,101,69,46.274527072906494,False
0,7,1.0,20.0,89,101,71,52.06053638458252,False
3,8,1.0,30.0,76,101,90,47.902267932891846,False
10,9,1.0,30.0,90,101,73,53.00795125961304,False
6,0,1.0,40.0,82,101,67,48.978111028671265,False
5,6,1.0,20.0,89,101,70,52.14642286300659,False
11,4,1.0,,62,101,74,41.68255400657654,False
4,7,,10.0,69,101,75,41.56479358673096,False
9,5,1.0,,76,101,79,46.4354681968689,False
7,5,1.0,30.0,89,101,75,52.50726127624512,False
11,1,,,100,101,69,49.74428200721741,False
5,3,1.0,,57,101,69,39.85832142829895,False
8,9,,70.0,32,101,85,27.16952633857727,False
3,6,,10.0,61,101,82,36.50567102432251,False
5,3,,30.0,39,101,74,29.51925015449524,False
4,5,,30.0,41,101,80,30.188389539718628,False
10,1,,70.0,25,101,66,24.813516855239868,False
3,4,1.0,70.0,77,101,83,48.26451110839844,False
5,8,,10.0,63,101,75,37.20059013366699,False
11,2,1.0,,58,101,60,42.10159516334534,False
11,0,1.0,,77,101,65,46.82830500602722,False
5,4,1.0,20.0,85,101,73,50.70399069786072,False
7,4,1.0,70.0,82,101,75,50.349146366119385,False
0,5,1.0,30.0,88,101,72,51.8722128868103,False
8,3,1.0,60.0,86,101,87,51.205952644348145,False
8,9,1.0,70.0,80,101,80,49.42470121383667,False
0,9,,30.0,44,101,71,31.257981777191162,False
10,7,,60.0,41,101,73,30.056130170822144,False
3,1,,,100,101,86,49.438008308410645,False
7,1,,20.0,49,101,74,36.79335308074951,False
11,3,,70.0,25,101,55,24.730265140533447,False
8,9,1.0,60.0,80,101,80,48.822999238967896,False
0,4,,10.0,75,101,75,41.437883615493774,False
0,4,1.0,,52,101,70,38.02948307991028,False
7,0,,50.0,44,101,76,30.565803289413452,False
0,6,,40.0,42,101,70,30.57529616355896,False
2,8,,70.0,30,101,88,26.35291290283203,False
8,7,,50.0,33,101,84,26.969383239746094,False
7,7,,30.0,44,101,72,31.243738651275635,False
0,9,1.0,50.0,67,101,73,44.01168775558472,False
10,1,1.0,30.0,85,101,73,51.14036202430725,False
5,8,,50.0,28,101,63,25.138543128967285,False
11,6,,50.0,29,101,64,25.59954047203064,False
5,2,1.0,40.0,84,101,79,49.7566864490509,False
7,7,1.0,30.0,84,101,68,50.74895691871643,False
4,6,,60.0,28,101,83,28.686342477798462,False
5,1,,20.0,58,101,74,35.96495819091797,False
8,4,,30.0,39,101,83,29.665760278701782,False
1,8,1.0,30.0,77,101,81,48.242120027542114,False
7,1,,30.0,43,101,73,30.918290376663208,False
3,4,,10.0,62,101,80,38.93224906921387,False
3,3,,30.0,34,101,82,27.599858283996582,False
11,0,1.0,40.0,81,101,68,48.65975308418274,False
3,1,1.0,20.0,85,101,86,50.72101068496704,False
4,6,,20.0,47,101,82,32.0520224571228,False
11,5,,10.0,76,101,68,41.85600543022156,False
8,2,1.0,10.0,87,101,85,50.914722204208374,False
6,2,1.0,20.0,81,101,68,49.39752006530762,False
6,5,,20.0,52,101,71,33.80855965614319,False
1,6,,30.0,41,101,69,30.32178020477295,False
2,0,,,100,101,81,49.41873836517334,False
3,0,,50.0,37,101,87,28.171622276306152,False
0,4,,50.0,46,101,76,31.318028211593628,False
3,3,1.0,40.0,83,101,84,49.4125657081604,False
8,8,,60.0,24,101,84,24.102755308151245,False
10,6,,10.0,61,101,76,36.65149974822998,False
7,4,1.0,20.0,88,101,79,51.848323583602905,False
10,0,,30.0,44,101,73,31.185861587524414,False
10,4,,50.0,24,101,70,23.831218957901,False
3,0,1.0,40.0,68,101,88,44.02691030502319,False
8,2,,40.0,24,101,85,24.473846197128296,False
2,8,,20.0,46,101,88,31.626798629760742,False
8,3,,50.0,29,101,78,25.535913228988647,False
11,7,1.0,,70,101,69,44.58295440673828,False
2,9,1.0,50.0,76,101,82,47.203060150146484,False
1,8,1.0,10.0,87,101,79,50.9432897567749,False
6,8,,20.0,55,101,67,34.77224159240723,False
7,5,,70.0,29,101,72,26.109014749526978,False
10,5,1.0,40.0,85,101,73,50.19861388206482,False
4,9,1.0,60.0,82,101,78,49.80874848365784,False
5,3,1.0,20.0,88,101,75,51.76065635681152,False
3,0,1.0,50.0,75,101,88,46.78813433647156,False
8,0,1.0,20.0,95,101,83,54.149001598358154,False
8,5,,,100,101,88,49.73626637458801,False
4,4,,70.0,29,101,72,26.096905946731567,False
4,3,,50.0,36,101,75,29.34612798690796,False
9,9,1.0,,76,101,78,46.56359124183655,False
7,0,1.0,,62,101,76,41.63872265815735,False
3,9,1.0,50.0,73,101,83,46.204021692276,False
11,2,,40.0,34,101,59,26.75473690032959,False
10,2,1.0,50.0,81,101,74,49.072184562683105,False
11,1,1.0,30.0,86,101,74,51.45142936706543,False
11,6,,60.0,30,101,70,26.20543909072876,False
10,0,1.0,10.0,84,101,80,49.87276363372803,False
7,8,1.0,10.0,92,101,73,52.75264501571655,False
3,9,1.0,20.0,81,101,85,49.28883171081543,False
2,3,1.0,40.0,81,101,87,48.90891933441162,False
7,0,,10.0,65,101,74,38.02165484428406,False
4,4,1.0,20.0,84,101,82,50.45509362220764,False
10,6,1.0,10.0,93,101,76,53.13490319252014,False
11,2,1.0,40.0,79,101,68,48.107409715652466,False
7,2,1.0,30.0,84,101,78,50.84810733795166,False
6,4,1.0,40.0,93,101,68,52.901885747909546,False
10,4,1.0,,74,101,75,47.644548177719116,False
1,6,1.0,60.0,72,101,78,50.115195751190186,False
6,8,,,100,101,58,50.15634536743164,False
3,8,,40.0,37,101,85,29.059648275375366,False
9,9,,70.0,23,101,80,28.874816179275513,False
0,4,1.0,30.0,87,101,77,51.5141327381134,False
7,5,,30.0,40,101,65,29.814889669418335,False
7,0,1.0,10.0,94,101,77,53.17083764076233,False
11,1,1.0,10.0,94,101,74,53.44626045227051,False
1,8,1.0,60.0,80,101,79,49.110020875930786,False
5,2,,30.0,47,101,74,32.31035614013672,False
7,2,,10.0,68,101,79,39.01234579086304,False
2,0,,30.0,37,101,86,28.774086952209473,False
11,6,,40.0,35,101,57,27.19753861427307,False
7,7,,,100,101,75,49.688058376312256,False
3,8,1.0,70.0,79,101,90,49.07709264755249,False
1,4,1.0,,57,101,79,39.819655895233154,False
5,1,,60.0,41,101,65,29.868492603302002,False
3,6,1.0,70.0,78,101,82,48.61803364753723,False
1,8,1.0,40.0,85,101,79,49.95132088661194,False
5,3,1.0,40.0,86,101,76,50.52573895454407,False
2,3,1.0,50.0,79,101,87,48.26406693458557,False
8,1,,40.0,27,101,81,25.49193525314331,False
4,8,,20.0,48,101,83,32.39193606376648,False
6,4,1.0,50.0,93,101,68,53.525978565216064,False
2,0,,60.0,34,101,86,27.38850212097168,False
2,5,,30.0,40,101,89,29.962344646453857,False
2,2,1.0,,54,101,84,38.82575297355652,False
6,1,,60.0,27,101,53,24.97675132751465,False
0,1,1.0,20.0,94,101,74,53.58608031272888,False
0,1,1.0,40.0,87,101,75,50.71815824508667,False
3,2,,50.0,26,101,88,24.422738552093506,False
2,8,1.0,70.0,64,101,90,43.79821538925171,False
7,1,1.0,60.0,91,101,70,52.73992347717285,False
5,0,,70.0,31,101,70,26.66026520729065,False
8,5,,20.0,59,101,82,36.24711513519287,False
1,2,1.0,70.0,70,101,78,45.74755811691284,False
10,7,,,100,101,70,49.76628351211548,False
6,0,1.0,30.0,88,101,68,51.86953616142273,False
8,5,,30.0,36,101,86,28.590007781982422,False
4,5,,,100,101,78,49.626538038253784,False
6,7,1.0,30.0,82,101,70,50.18249702453613,False
10,9,,10.0,65,101,72,38.01821517944336,False
0,0,1.0,10.0,90,101,76,51.60296106338501,False
4,6,,10.0,74,101,77,41.05794334411621,False
11,5,1.0,20.0,85,101,72,51.07578206062317,False
9,4,1.0,60.0,78,101,82,52.78403949737549,False
2,8,,50.0,30,101,88,25.85476064682007,False
0,8,,40.0,44,101,75,31.561062812805176,False
1,9,,70.0,30,101,80,26.377774715423584,False
7,0,1.0,30.0,86,101,77,51.3772988319397,False
6,5,1.0,70.0,83,101,67,50.37933826446533,False
9,9,,30.0,39,101,82,29.616740226745605,False
5,5,,10.0,68,101,63,38.94044494628906,False
10,8,,,100,101,72,49.736004114151,False
7,1,1.0,50.0,93,101,70,53.13298678398132,False
1,7,1.0,10.0,96,101,81,54.04205656051636,False
5,0,,50.0,35,101,68,27.433556079864502,False
3,0,,30.0,42,101,84,30.45620584487915,False
4,2,,20.0,54,101,80,34.491614818573,False
7,6,,50.0,28,101,68,25.14421820640564,False
2,2,1.0,10.0,94,101,83,53.47758960723877,False
8,5,1.0,50.0,74,101,80,46.76952838897705,False
4,2,1.0,60.0,86,101,80,51.21779179573059,False
8,4,,20.0,48,101,74,32.43477392196655,False
9,2,1.0,,76,101,86,46.60061717033386,False
2,0,,70.0,37,101,86,28.731324434280396,False
1,1,1.0,50.0,85,101,76,50.38697695732117,False
2,7,1.0,,54,101,80,38.83238673210144,False
4,1,1.0,60.0,81,101,76,49.31446933746338,False
5,1,,50.0,33,101,65,26.829213619232178,False
6,7,,10.0,66,101,62,38.344486474990845,False
0,3,,70.0,23,101,77,23.942559719085693,False
5,5,,30.0,38,101,71,29.166947841644287,False
7,3,,40.0,31,101,66,27.017348766326904,False
9,7,1.0,,67,101,81,43.43906235694885,False
2,5,1.0,40.0,78,101,87,47.57677340507507,False
2,2,,30.0,42,101,85,30.635442972183228,False
0,3,1.0,,69,101,81,43.96634840965271,False
11,2,,30.0,39,101,68,29.64856243133545,False
4,3,,,100,101,79,49.62150526046753,False
6,5,,,100,101,71,49.66498017311096,False
7,3,,10.0,68,101,77,41.361167192459106,False
0,8,1.0,30.0,86,101,76,51.159114837646484,False
7,6,,70.0,28,101,68,30.609620809555054,False
8,8,,10.0,61,101,85,36.63082194328308,False
11,8,1.0,20.0,95,101,65,54.56597185134888,False
11,4,,,100,101,67,49.732584953308105,False
2,9,,,100,101,79,49.50250267982483,False
4,7,,,100,101,78,49.61155104637146,False
5,6,,,100,101,70,49.63746213912964,False
2,7,1.0,20.0,79,101,83,52.973361015319824,False
1,3,,20.0,52,101,78,33.65616846084595,False
10,4,1.0,50.0,79,101,73,48.53094720840454,False
0,0,,,100,101,73,53.526201248168945,False
5,5,1.0,40.0,81,101,78,48.81203532218933,False
9,1,,20.0,53,101,85,34.071629762649536,False
9,0,,60.0,28,101,86,25.32485604286194,False
11,2,,20.0,49,101,62,32.717302322387695,False
9,9,,60.0,24,101,84,24.020880222320557,False
0,8,1.0,,54,101,72,38.76032066345215,False
1,3,1.0,50.0,86,101,79,52.81660342216492,False
3,9,,60.0,24,101,88,23.972944974899292,False
11,2,1.0,20.0,85,101,66,50.91038274765015,False
3,9,1.0,40.0,73,101,83,45.85440421104431,False
9,5,1.0,10.0,95,101,79,53.81719350814819,False
0,7,1.0,40.0,79,101,75,48.09917497634888,False
3,0,,40.0,38,101,87,29.04567289352417,False
9,3,1.0,30.0,82,101,82,50.117952823638916,False
8,1,,30.0,41,101,80,30.17940878868103,False
9,9,,40.0,34,101,78,28.183234214782715,False
9,4,1.0,40.0,82,101,82,49.09114384651184,False
10,0,1.0,50.0,81,101,71,48.87678003311157,False
7,2,1.0,40.0,86,101,79,50.443503856658936,False
8,0,,40.0,33,101,83,27.467230319976807,False
6,7,,70.0,28,101,66,25.871256589889526,False
2,3,1.0,,60,101,83,40.94780445098877,False
8,0,,70.0,34,101,87,27.846747875213623,False
0,0,1.0,60.0,77,101,69,47.42001748085022,False
0,6,1.0,40.0,84,101,79,49.69360375404358,False
9,2,,10.0,64,101,86,37.67286133766174,False
4,2,,,100,101,77,49.62768626213074,False
6,2,,20.0,42,101,66,30.310671091079712,False
7,2,1.0,60.0,85,101,79,50.70409679412842,False
4,9,1.0,70.0,80,101,78,49.41804766654968,False
1,5,1.0,60.0,75,101,81,47.18165731430054,False
1,5,,30.0,37,101,79,28.94575333595276,False
2,9,1.0,,73,101,82,46.77228093147278,False
1,1,,50.0,32,101,71,26.494216680526733,False
9,0,1.0,50.0,77,101,89,47.70985198020935,False
5,6,1.0,70.0,79,101,69,49.10792088508606,False
5,6,,30.0,51,101,76,33.68875193595886,False
11,5,1.0,60.0,77,101,66,48.246503591537476,False
3,7,1.0,60.0,72,101,86,46.28689360618591,False
10,3,,60.0,24,101,74,24.133760929107666,False
8,2,1.0,,72,101,84,45.173861265182495,False
4,8,1.0,70.0,80,101,71,49.43495273590088,False
3,6,1.0,,65,101,80,42.69369840621948,False
11,7,,,100,101,53,50.556994676589966,False
1,2,1.0,50.0,80,101,78,48.602078437805176,False
1,6,1.0,70.0,84,101,78,50.900646448135376,False
6,5,1.0,20.0,91,101,65,52.933915853500366,False
3,2,1.0,60.0,74,101,87,47.12187051773071,False
6,9,1.0,,78,101,65,47.27384352684021,False
1,0,,10.0,52,101,80,33.29705572128296,False
6,3,1.0,30.0,87,101,69,51.583277225494385,False
4,2,,60.0,35,101,73,27.798925161361694,False
9,3,1.0,40.0,81,101,81,48.80534267425537,False
9,7,1.0,70.0,83,101,79,50.57439970970154,False
10,0,,70.0,28,101,70,25.765814304351807,False
10,6,1.0,50.0,83,101,74,49.80098748207092,False
5,1,1.0,40.0,77,101,71,47.25072455406189,False
1,2,,,100,101,76,49.49277138710022,False
7,7,1.0,50.0,84,101,67,50.058173418045044,False
1,1,,40.0,33,101,81,27.612117767333984,False
5,7,1.0,30.0,88,101,72,52.17498826980591,False
5,3,,70.0,29,101,72,30.745125770568848,False
4,5,1.0,40.0,80,101,75,48.26076579093933,False
9,5,,30.0,33,101,80,27.469234704971313,False
9,9,1.0,30.0,87,101,79,51.80403661727905,False
1,9,,60.0,31,101,80,26.522396326065063,False
8,9,,50.0,36,101,75,28.04669451713562,False
1,2,1.0,20.0,78,101,82,48.3785445690155,False
6,5,1.0,10.0,92,101,66,52.717962980270386,False
7,6,,40.0,31,101,74,27.024821996688843,False
9,1,1.0,50.0,82,101,80,49.565040826797485,False
7,2,1.0,70.0,80,101,79,49.400131702423096,False
10,0,,,100,101,74,49.67500400543213,False
6,9,,40.0,40,101,50,30.19187879562378,False
8,9,1.0,10.0,97,101,80,54.60780930519104,False
11,2,1.0,50.0,78,101,69,48.03925800323486,False
9,6,,10.0,65,101,81,37.849358558654785,False
1,9,,,100,101,82,49.731595516204834,False
7,2,1.0,50.0,86,101,79,53.208977460861206,False
7,4,,70.0,32,101,67,27.140706300735474,False
2,7,1.0,10.0,92,101,82,52.74975657463074,False
3,0,1.0,,66,101,88,42.83624482154846,False
0,2,,60.0,28,101,66,25.677000999450684,False
3,2,1.0,10.0,92,101,82,55.56702709197998,False
10,1,1.0,60.0,84,101,64,50.50404691696167,False
6,5,,70.0,22,101,65,23.616703033447266,False
9,1,,60.0,27,101,74,25.118963718414307,False
10,1,,10.0,60,101,74,36.14789938926697,False
2,9,1.0,20.0,83,101,86,50.08615326881409,False
5,0,1.0,20.0,87,101,76,51.41706895828247,False
0,1,,30.0,38,101,76,29.246893882751465,False
5,7,,,100,101,73,49.5864691734314,False
3,4,,60.0,38,101,86,28.833662033081055,False
11,3,,,100,101,60,49.682769536972046,False
3,1,1.0,30.0,78,101,86,48.575069427490234,False
5,6,,70.0,31,101,67,26.942407369613647,False
7,8,1.0,50.0,75,101,73,46.955403566360474,False
8,9,1.0,40.0,89,101,80,51.66237139701843,False
0,6,1.0,50.0,86,101,79,50.7761652469635,False
3,4,1.0,20.0,87,101,82,51.51035928726196,False
9,7,,50.0,44,101,83,30.728229522705078,False
0,0,,60.0,25,101,68,24.48425054550171,False
11,1,1.0,40.0,94,101,71,54.41450357437134,False
5,0,1.0,50.0,71,101,70,45.41572666168213,False
7,9,,50.0,30,101,74,25.882086992263794,False
1,4,1.0,40.0,80,101,79,48.21238684654236,False
5,4,1.0,50.0,76,101,69,47.22442650794983,False
3,7,1.0,,63,101,82,42.0306499004364,False
6,3,,30.0,53,101,61,34.653335094451904,False
11,0,,20.0,54,101,69,34.33592677116394,False
9,9,,,100,101,83,50.48708152770996,False
5,3,1.0,30.0,89,101,71,52.491628646850586,False
7,1,,70.0,24,101,77,24.258943796157837,False
0,0,1.0,30.0,81,101,76,49.214823722839355,False
8,8,1.0,30.0,87,101,77,52.07859921455383,False
10,4,1.0,40.0,88,101,75,51.127180099487305,False
9,0,,20.0,41,101,83,29.84516739845276,False
5,1,1.0,50.0,77,101,71,50.03432488441467,False
7,1,1.0,10.0,97,101,70,57.77577042579651,False
9,0,1.0,60.0,74,101,89,46.53168272972107,False
1,3,,40.0,48,101,79,32.85518145561218,False
1,0,,30.0,35,101,77,27.989832878112793,False
8,6,,50.0,41,101,75,29.732608318328857,False
5,1,1.0,20.0,78,101,77,48.244911193847656,False
1,6,,,100,101,75,49.64705014228821,False
9,7,,40.0,36,101,80,28.883612155914307,False
8,6,1.0,,66,101,78,43.14411520957947,False
11,7,,50.0,38,101,64,28.647663116455078,False
9,3,,60.0,30,101,79,26.081655740737915,False
10,8,,50.0,34,101,66,27.314244985580444,False
6,9,,10.0,66,101,71,38.2628059387207,False
3,2,,,100,101,82,49.536439180374146,False
7,3,,30.0,46,101,70,32.01989030838013,False
9,7,1.0,50.0,78,101,81,48.00582027435303,False
4,7,,60.0,35,101,77,27.844279289245605,False
2,6,1.0,50.0,83,101,87,49.805211782455444,False
7,9,,70.0,29,101,72,26.182849407196045,False
10,8,1.0,10.0,92,101,59,52.75332164764404,False
8,2,1.0,50.0,83,101,84,49.795440435409546,False
6,9,,30.0,36,101,57,28.58479952812195,False
5,9,,60.0,40,101,72,29.555203914642334,False
1,9,,20.0,49,101,77,32.71920037269592,False
1,0,1.0,60.0,80,101,78,48.798640966415405,False
0,2,1.0,30.0,88,101,74,51.78645205497742,False
5,0,,30.0,39,101,74,29.337027072906494,False
6,7,1.0,50.0,79,101,66,48.35211157798767,False
4,4,1.0,40.0,86,101,75,50.394686698913574,False
0,1,1.0,10.0,88,101,71,51.091065883636475,False
2,1,1.0,,56,101,83,39.51628541946411,False
1,2,,40.0,31,101,75,26.922594785690308,False
2,6,1.0,30.0,74,101,90,47.113720655441284,False
2,3,1.0,10.0,90,101,86,52.03961944580078,False
4,4,,20.0,54,101,77,34.43252205848694,False
2,4,,70.0,26,101,87,24.96397590637207,False
7,5,,20.0,49,101,76,32.816118478775024,False
3,9,,,100,101,87,49.55870604515076,False
3,1,1.0,,44,101,87,35.29301595687866,False
4,0,,10.0,66,101,73,38.2459454536438,False
9,8,,30.0,36,101,77,28.566239833831787,False
6,8,1.0,30.0,87,101,66,52.02182650566101,False
2,6,,40.0,37,101,89,28.93273377418518,False
4,5,,10.0,52,101,76,33.35077428817749,False
8,8,,70.0,24,101,84,24.446468114852905,False
2,8,1.0,20.0,85,101,88,50.7487895488739,False
1,7,,10.0,73,101,81,40.695918798446655,False
9,0,1.0,30.0,82,101,84,50.05785322189331,False
10,7,1.0,70.0,82,101,70,50.15830111503601,False
11,1,1.0,50.0,94,101,71,53.632084131240845,False
6,9,,,100,101,68,49.673011302948,False
6,2,,40.0,23,101,55,30.121795892715454,False
6,0,,,100,101,76,49.65840411186218,False
6,7,1.0,70.0,79,101,66,49.10237431526184,False
4,6,,30.0,57,101,82,35.792834758758545,False
4,9,,10.0,74,101,78,41.19152283668518,False
6,3,1.0,20.0,93,101,72,53.67085337638855,False
2,5,1.0,70.0,78,101,87,48.5693097114563,False
10,9,,60.0,30,101,70,26.20613932609558,False
3,6,1.0,60.0,78,101,82,48.49543380737305,False
8,8,,30.0,40,101,83,30.039546966552734,False
9,3,,40.0,38,101,84,29.573506832122803,False
10,1,1.0,50.0,84,101,64,50.09575343132019,False
8,9,,20.0,41,101,87,29.964937925338745,False
9,5,1.0,60.0,84,101,81,50.66796660423279,False
2,0,1.0,10.0,93,101,86,52.8981556892395,False
10,4,1.0,70.0,70,101,79,46.00533366203308,False
4,1,1.0,50.0,81,101,76,51.33270502090454,False
2,9,,10.0,61,101,79,36.60236072540283,False
6,3,,50.0,35,101,64,27.6622474193573,False
1,1,1.0,60.0,85,101,76,50.5479941368103,False
7,1,,,100,101,71,49.744916677474976,False
0,0,1.0,50.0,73,101,69,45.80840301513672,False
2,1,1.0,50.0,76,101,82,47.2220938205719,False
8,6,,70.0,41,101,82,30.272886037826538,False
0,3,,30.0,38,101,78,29.19746208190918,False
9,8,,20.0,55,101,83,34.8933367729187,False
2,6,,70.0,25,101,89,24.641433477401733,False
1,2,,70.0,25,101,81,24.650831937789917,False
4,1,,40.0,45,101,80,31.861849784851074,False
7,2,,30.0,46,101,73,31.94010615348816,False
4,4,,60.0,33,101,72,27.029903650283813,False
8,7,,30.0,46,101,86,32.1169490814209,False
7,6,1.0,10.0,95,101,69,53.79199719429016,False
0,7,1.0,10.0,90,101,71,51.8169801235199,False
0,1,,,100,101,76,48.73019242286682,False
8,4,,70.0,28,101,87,25.8538875579834,False
7,6,1.0,,57,101,77,39.96512746810913,False
3,0,1.0,70.0,71,101,88,46.13232660293579,False
2,3,,40.0,28,101,86,25.76133418083191,False
0,5,1.0,70.0,88,101,71,52.26020669937134,False
6,3,1.0,50.0,78,101,70,48.169610261917114,False
0,8,1.0,10.0,90,101,76,51.88524031639099,False
9,9,1.0,10.0,98,101,79,54.88409090042114,False
9,0,,70.0,28,101,86,25.661456823349,False
0,0,,20.0,43,101,75,30.61809468269348,False
9,3,1.0,,76,101,85,46.58955669403076,False
5,4,1.0,60.0,72,101,69,46.27053165435791,False
6,9,1.0,30.0,90,101,69,53.17566728591919,False
1,6,1.0,10.0,96,101,74,54.04445815086365,False
6,8,,40.0,29,101,66,26.455663919448853,False
5,0,,20.0,48,101,68,36.09038591384888,False
7,1,,50.0,35,101,77,29.220056533813477,False
9,2,,20.0,52,101,83,37.99616742134094,False
7,8,1.0,,68,101,77,43.82106256484985,False
3,1,1.0,40.0,78,101,83,48.03966951370239,False
1,8,1.0,,61,101,81,42.36115002632141,False
0,9,,50.0,31,101,71,26.14916157722473,False
0,0,1.0,70.0,77,101,69,47.79266428947449,False
10,2,1.0,20.0,93,101,70,53.57862973213196,False
9,8,1.0,,66,101,83,43.11213803291321,False
2,3,,60.0,42,101,86,30.265189170837402,False
3,6,1.0,10.0,91,101,80,52.30851769447327,False
10,6,,,100,101,80,49.74361276626587,False
10,2,1.0,,78,101,71,47.288349866867065,False
0,2,,20.0,47,101,75,31.93507957458496,False
3,0,1.0,60.0,71,101,88,45.82499146461487,False
6,5,,10.0,60,101,67,36.2361798286438,False
5,6,1.0,,50,101,71,37.40471434593201,False
7,8,,,100,101,69,50.25859093666077,False
5,3,1.0,70.0,74,101,76,47.269046783447266,False
3,2,1.0,30.0,82,101,82,49.99759268760681,False
3,5,1.0,10.0,86,101,88,50.551053047180176,False
11,1,1.0,60.0,94,101,71,54.11723232269287,False
0,1,,20.0,46,101,76,31.62834095954895,False
3,8,1.0,50.0,73,101,90,46.2682523727417,False
9,8,1.0,30.0,80,101,84,49.38691687583923,False
6,3,,60.0,29,101,57,25.646846055984497,False
10,3,1.0,,63,101,76,41.98934006690979,False
0,2,,,100,101,68,49.126322507858276,False
2,2,,,100,101,86,49.482643842697144,False
1,7,1.0,40.0,79,101,74,47.8419873714447,False
6,6,1.0,40.0,95,101,70,53.79879856109619,False
3,4,1.0,,55,101,89,39.0843768119812,False
8,1,1.0,50.0,69,101,82,44.907968282699585,False
9,2,1.0,70.0,81,101,86,54.977261781692505,False
11,4,,30.0,42,101,61,30.65087580680847,False
9,4,,,100,101,80,49.767295598983765,False
2,5,,60.0,29,101,90,25.715026140213013,False
8,5,1.0,20.0,89,101,76,52.24322724342346,False
0,6,,60.0,33,101,73,27.37419366836548,False
6,7,1.0,20.0,89,101,71,52.24663233757019,False
2,2,,50.0,30,101,82,25.807376623153687,False
8,7,,10.0,65,101,79,40.49259305000305,False
6,0,,10.0,59,101,66,38.019978046417236,False
9,6,1.0,,71,101,82,46.3846321105957,False
0,7,1.0,50.0,79,101,75,48.36094832420349,False
2,1,1.0,20.0,79,101,83,48.45943093299866,False
10,4,,10.0,64,101,76,37.675658226013184,False
1,4,1.0,30.0,83,101,77,50.33156704902649,False
9,3,1.0,70.0,78,101,85,48.8944149017334,False
3,2,,30.0,38,101,88,29.024832010269165,False
0,6,,30.0,46,101,75,31.99350094795227,False
4,0,1.0,50.0,79,101,82,48.11295676231384,False
11,5,,30.0,44,101,65,31.318942546844482,False
6,8,,70.0,29,101,57,26.11426854133606,False
11,9,1.0,10.0,92,101,64,52.97140097618103,False
10,1,1.0,20.0,85,101,73,50.81671190261841,False
0,8,,,100,101,73,49.52118396759033,False
3,3,,40.0,38,101,82,29.10578417778015,False
3,3,,70.0,29,101,76,26.243730783462524,False
10,8,,70.0,31,101,75,26.963790893554688,False
