target,repeat,ic_efe_threshold,ic_div_threshold,num_replanning,trial_steps,timesteps_inside_target,computation_time,unfinished
11,5,,60.0,34,101,66,27.572664976119995,False
7,5,,40.0,43,101,72,31.223145484924316,False
9,5,1.0,40.0,75,101,81,46.59447693824768,False
0,8,,60.0,28,101,70,25.47593593597412,False
5,1,,70.0,32,101,70,27.05850315093994,False
4,7,1.0,50.0,76,101,83,47.53620266914368,False
6,4,1.0,30.0,95,101,70,54.45414113998413,False
11,7,,20.0,36,101,64,28.313781261444092,False
9,7,,60.0,34,101,84,27.511434078216553,False
3,1,1.0,70.0,75,101,83,47.57716083526611,False
7,0,,40.0,35,101,73,28.35672378540039,False
0,9,1.0,,55,101,76,38.94288635253906,False
3,7,,20.0,40,101,86,29.686811447143555,False
6,2,,60.0,31,101,62,26.353986501693726,False
9,3,,50.0,29,101,80,25.586555004119873,False
3,0,,70.0,27,101,87,29.855522871017456,False
11,0,1.0,10.0,84,101,73,49.829567432403564,False
1,5,1.0,20.0,85,101,76,50.763577699661255,False
8,1,1.0,60.0,66,101,82,43.98888897895813,False
8,8,,50.0,32,101,84,26.608608961105347,False
1,0,1.0,30.0,83,101,82,50.19653654098511,False
1,6,1.0,50.0,72,101,78,45.76484155654907,False
8,2,,10.0,68,101,83,39.03194546699524,False
5,3,1.0,50.0,83,101,76,49.718518018722534,False
8,0,1.0,,76,101,84,46.478896141052246,False
0,8,1.0,60.0,70,101,67,45.53047513961792,False
4,1,1.0,70.0,77,101,76,48.299522161483765,False
8,4,1.0,30.0,81,101,77,49.634058237075806,False
10,9,1.0,70.0,80,101,76,49.50479197502136,False
0,6,1.0,70.0,82,101,79,50.212406158447266,False
1,0,1.0,40.0,72,101,78,45.7404568195343,False
8,6,1.0,10.0,94,101,78,53.542333364486694,False
0,2,,30.0,48,101,72,32.685258626937866,False
4,9,,40.0,31,101,71,26.990416049957275,False
1,1,,70.0,24,101,74,24.37217140197754,False
8,6,1.0,60.0,81,101,83,49.28952217102051,False
3,5,1.0,30.0,82,101,88,49.97153401374817,False
2,7,,10.0,73,101,88,40.795063495635986,False
9,2,1.0,30.0,88,101,86,52.20885872840881,False
11,9,,10.0,58,101,67,35.521676540374756,False
11,1,,30.0,38,101,64,29.2659649848938,False
7,8,,40.0,35,101,68,28.460317611694336,False
2,7,,20.0,43,101,88,30.610110998153687,False
6,1,,40.0,28,101,62,25.752272844314575,False
1,7,,40.0,29,101,72,26.279550790786743,False
10,4,,60.0,24,101,70,24.187740325927734,False
3,2,,70.0,26,101,88,25.13939929008484,False
6,5,1.0,40.0,87,101,71,51.527382135391235,False
3,1,1.0,50.0,73,101,83,46.18751883506775,False
1,0,1.0,,63,101,81,41.631349086761475,False
6,0,,50.0,23,101,52,23.355316162109375,False
6,5,1.0,50.0,83,101,67,50.10457921028137,False
8,2,1.0,60.0,83,101,84,50.048187494277954,False
2,0,1.0,,56,101,88,39.383792877197266,False
10,1,,30.0,36,101,80,28.488194704055786,False
0,6,1.0,10.0,87,101,69,50.834847927093506,False
0,0,1.0,,71,101,64,46.59340310096741,False
1,1,1.0,20.0,81,101,79,53.52096438407898,False
5,4,1.0,,71,101,73,46.144662380218506,False
5,8,1.0,50.0,79,101,72,48.38056540489197,False
11,0,1.0,60.0,71,101,53,50.21443152427673,False
6,1,1.0,40.0,66,101,69,44.12333703041077,False
4,4,,,100,101,77,49.98440361022949,False
5,5,1.0,50.0,81,101,78,49.0342915058136,False
10,5,1.0,30.0,75,101,74,53.02271056175232,False
6,6,1.0,30.0,85,101,72,56.51271390914917,False
8,1,,50.0,43,101,79,32.0929651260376,False
7,1,1.0,70.0,91,101,70,53.15198564529419,False
9,8,,60.0,31,101,84,26.423739194869995,False
11,9,1.0,30.0,89,101,62,52.53690552711487,False
1,7,,,100,101,80,49.47560524940491,False
5,1,,30.0,35,101,65,27.971576690673828,False
10,6,,50.0,35,101,71,27.686574697494507,False
8,0,1.0,10.0,94,101,83,53.27356028556824,False
11,6,1.0,30.0,86,101,74,51.49758195877075,False
2,4,1.0,10.0,92,101,81,52.7168390750885,False
7,3,,70.0,33,101,69,27.449848413467407,False
1,8,1.0,20.0,82,101,81,49.66474938392639,False
0,7,1.0,30.0,80,101,71,49.014589071273804,False
1,5,,,100,101,78,49.43632197380066,False
10,9,,20.0,47,101,74,32.12791180610657,False
5,8,,20.0,43,101,64,30.714585781097412,False
4,5,1.0,10.0,94,101,80,56.517236948013306,False
1,7,1.0,30.0,80,101,81,49.29799556732178,False
6,3,1.0,70.0,82,101,71,49.986401081085205,False
2,1,,40.0,38,101,86,29.28480076789856,False
5,7,,20.0,50,101,74,33.17106246948242,False
8,1,1.0,40.0,70,101,82,44.88683319091797,False
0,9,1.0,60.0,68,101,73,44.68189787864685,False
7,0,1.0,70.0,67,101,69,44.53472018241882,False
4,8,,70.0,23,101,73,24.058568000793457,False
11,8,,30.0,47,101,60,32.2915620803833,False
6,2,1.0,60.0,74,101,66,51.025484561920166,False
10,9,,70.0,23,101,70,24.12477135658264,False
10,7,,20.0,55,101,69,34.92083501815796,False
8,7,,70.0,39,101,66,29.6488196849823,False
5,7,1.0,10.0,94,101,72,53.43405890464783,False
9,8,,50.0,38,101,84,28.717533111572266,False
11,5,,20.0,56,101,65,35.24852466583252,False
2,4,,50.0,31,101,87,26.185936450958252,False
2,5,,50.0,29,101,90,25.446404933929443,False
9,9,,20.0,45,101,77,31.452884435653687,False
4,6,1.0,60.0,87,101,79,55.47770667076111,False
1,7,1.0,50.0,80,101,74,48.70941781997681,False
8,1,,60.0,32,101,83,26.780584573745728,False
1,9,,50.0,31,101,80,26.1931734085083,False
5,3,,60.0,24,101,71,24.063066720962524,False
2,1,1.0,10.0,86,101,83,53.51434922218323,False
2,5,1.0,10.0,90,101,87,52.018951654434204,False
9,4,,10.0,58,101,86,35.511385917663574,False
5,4,1.0,70.0,72,101,69,46.54391551017761,False
6,8,,30.0,45,101,69,31.708498239517212,False
10,5,,70.0,20,101,74,23.06294012069702,False
3,7,1.0,40.0,82,101,86,49.57364797592163,False
0,5,,10.0,70,101,74,39.62196969985962,False
1,2,,30.0,45,101,77,31.76401448249817,False
4,8,,50.0,33,101,76,26.904150247573853,False
8,7,1.0,10.0,88,101,82,51.38681936264038,False
11,8,1.0,30.0,88,101,65,52.135202407836914,False
10,9,1.0,,68,101,73,43.82295560836792,False
7,6,1.0,70.0,71,101,76,46.474181175231934,False
6,4,,70.0,30,101,66,26.4474036693573,False
8,1,,70.0,25,101,84,24.813373804092407,False
5,2,1.0,30.0,82,101,76,50.007476568222046,False
5,8,1.0,,67,101,71,43.39996910095215,False
2,4,1.0,60.0,52,101,81,39.108158588409424,False
3,5,1.0,40.0,80,101,89,48.40226149559021,False
6,6,,20.0,51,101,66,33.433685302734375,False
4,9,1.0,40.0,76,101,76,46.963648319244385,False
3,3,1.0,20.0,87,101,83,51.453545570373535,False
9,6,,20.0,55,101,83,34.98266315460205,False
6,1,,20.0,44,101,65,30.952580451965332,False
0,5,1.0,40.0,88,101,71,51.38303470611572,False
11,1,,40.0,34,101,58,26.811440467834473,False
2,6,,60.0,26,101,89,24.68291211128235,False
1,6,,70.0,39,101,71,29.68978238105774,False
4,2,,30.0,50,101,80,33.27495503425598,False
1,0,,,100,101,85,49.567742586135864,False
0,4,,60.0,31,101,76,26.632041931152344,False
4,0,1.0,60.0,79,101,82,48.52267003059387,False
0,2,1.0,50.0,75,101,67,46.908249855041504,False
11,8,,40.0,35,101,60,27.306268453598022,False
3,8,1.0,40.0,81,101,90,48.69335603713989,False
10,3,,20.0,49,101,77,32.800570011138916,False
1,3,1.0,,68,101,70,44.76879382133484,False
7,7,1.0,10.0,88,101,68,51.350123167037964,False
1,2,1.0,,69,101,76,44.02279734611511,False
8,5,1.0,60.0,75,101,80,47.4401319026947,False
0,6,1.0,60.0,84,101,79,50.38816428184509,False
10,2,1.0,40.0,83,101,74,49.46576762199402,False
5,8,,70.0,25,101,63,24.789391040802002,False
6,8,1.0,50.0,83,101,68,49.79287886619568,False
5,7,1.0,40.0,71,101,67,45.801193714141846,False
11,4,,20.0,53,101,63,34.23620009422302,False
9,6,1.0,50.0,80,101,83,48.88876819610596,False
0,7,1.0,60.0,74,101,75,47.053860664367676,False
3,7,,10.0,65,101,86,37.95780849456787,False
4,7,1.0,20.0,89,101,80,52.33693242073059,False
10,7,1.0,10.0,97,101,75,54.53418755531311,False
3,1,,30.0,44,101,81,31.331645250320435,False
8,5,1.0,70.0,75,101,80,47.65167570114136,False
9,1,1.0,70.0,82,101,80,49.97896695137024,False
1,1,,,100,101,73,49.62667679786682,False
11,6,1.0,50.0,87,101,67,51.23722195625305,False
2,7,1.0,40.0,83,101,83,49.36520838737488,False
9,5,1.0,50.0,75,101,81,47.008198976516724,False
1,5,,10.0,63,101,81,37.20392560958862,False
4,5,1.0,60.0,74,101,75,46.92630743980408,False
8,8,,40.0,27,101,83,25.49706244468689,False
11,7,,70.0,24,101,66,24.38713526725769,False
7,3,1.0,,69,101,75,44.098565101623535,False
11,0,1.0,20.0,86,101,65,50.95423221588135,False
0,6,,20.0,43,101,74,30.55432438850403,False
10,5,1.0,10.0,95,101,80,53.859264612197876,False
0,3,,40.0,36,101,78,28.596683502197266,False
2,6,,20.0,55,101,89,34.767117977142334,False
1,1,,20.0,50,101,70,32.981637716293335,False
10,4,,40.0,43,101,70,29.627262115478516,False
9,6,,50.0,43,101,78,30.45269775390625,False
6,0,1.0,70.0,76,101,69,47.99099540710449,False
4,0,1.0,70.0,79,101,82,48.938539028167725,False
9,8,1.0,60.0,73,101,82,46.90627098083496,False
5,9,,40.0,40,101,68,29.98922848701477,False
3,7,,60.0,35,101,86,27.885736227035522,False
6,9,1.0,50.0,81,101,70,49.03445482254028,False
5,4,,40.0,39,101,75,29.677996397018433,False
1,2,,60.0,28,101,83,28.498239994049072,False
1,0,,20.0,51,101,75,36.895057916641235,False
7,9,1.0,30.0,79,101,73,48.94139575958252,False
10,8,1.0,60.0,83,101,71,50.25510883331299,False
11,3,1.0,10.0,96,101,63,54.288090229034424,False
1,0,,70.0,30,101,69,26.350759744644165,False
10,1,1.0,70.0,84,101,64,50.80269455909729,False
2,3,,,100,101,87,49.72126269340515,False
2,7,,,100,101,86,49.514387369155884,False
7,9,1.0,60.0,89,101,68,52.26706266403198,False
8,3,,10.0,66,101,86,38.30437159538269,False
2,5,,40.0,26,101,90,25.109437227249146,False
3,3,1.0,,61,101,81,41.295013427734375,False
10,8,1.0,40.0,76,101,71,46.98818325996399,False
3,5,1.0,60.0,80,101,89,49.13862490653992,False
0,2,1.0,70.0,71,101,67,46.30533409118652,False
6,4,1.0,20.0,93,101,70,53.67945122718811,False
6,8,1.0,,57,101,62,39.923078775405884,False
9,2,1.0,10.0,90,101,86,52.03195142745972,False
6,4,,10.0,68,101,55,39.05375361442566,False
7,2,,60.0,33,101,70,27.151727199554443,False
4,2,,70.0,34,101,76,27.85220503807068,False
0,5,1.0,50.0,88,101,71,51.363712310791016,False
11,1,,50.0,31,101,71,26.227208137512207,False
10,9,1.0,50.0,85,101,76,50.56726002693176,False
3,2,,60.0,26,101,88,24.572080373764038,False
7,2,,70.0,24,101,80,24.267523527145386,False
5,2,,70.0,32,101,68,27.103806257247925,False
11,1,1.0,20.0,87,101,74,56.248464584350586,False
2,4,1.0,50.0,77,101,82,47.56638765335083,False
10,0,1.0,,72,101,75,45.09461832046509,False
4,2,1.0,30.0,82,101,80,49.96100831031799,False
3,9,,50.0,28,101,87,25.16390895843506,False
2,4,1.0,40.0,70,101,82,44.83913803100586,False
8,8,,20.0,46,101,83,31.725327491760254,False
3,6,,,100,101,83,49.601099491119385,False
2,4,,60.0,35,101,87,27.823974609375,False
5,5,,70.0,31,101,70,26.896533966064453,False
1,9,1.0,50.0,79,101,76,48.277535915374756,False
8,4,,10.0,63,101,79,37.291614294052124,False
8,7,1.0,50.0,76,101,81,47.42584800720215,False
8,2,,70.0,24,101,83,24.411103010177612,False
11,8,1.0,70.0,77,101,61,48.6427948474884,False
4,1,1.0,40.0,81,101,76,48.659871101379395,False
2,4,,10.0,63,101,87,37.26423120498657,False
4,2,,50.0,34,101,77,27.17550492286682,False
4,6,1.0,20.0,85,101,79,50.91590189933777,False
1,7,1.0,,61,101,80,41.24346113204956,False
6,7,,30.0,46,101,64,32.107975482940674,False
6,9,,50.0,23,101,57,23.418003797531128,False
11,9,1.0,70.0,77,101,65,48.46903872489929,False
2,6,1.0,40.0,65,101,87,43.40616178512573,False
10,3,,10.0,58,101,69,35.62428617477417,False
11,8,,70.0,23,101,68,23.98730778694153,False
11,0,,70.0,24,101,62,24.298224210739136,False
6,0,,40.0,40,101,60,29.79253101348877,False
6,4,,50.0,27,101,62,24.8332941532135,False
4,7,,20.0,55,101,77,34.85246801376343,False
6,3,,10.0,71,101,66,40.02464270591736,False
2,2,,40.0,33,101,85,27.5443058013916,False
1,4,,20.0,52,101,86,33.6513569355011,False
5,9,1.0,40.0,89,101,77,51.64114332199097,False
4,4,,30.0,46,101,80,32.0233039855957,False
4,0,,20.0,46,101,79,31.637813091278076,False
7,3,1.0,10.0,92,101,73,52.81191611289978,False
0,9,1.0,40.0,70,101,73,44.98205375671387,False
1,4,,,100,101,72,49.64746809005737,False
1,6,,60.0,25,101,71,24.591158151626587,False
11,8,,50.0,32,101,73,26.58888864517212,False
10,6,1.0,,67,101,76,43.55935001373291,False
5,2,,,100,101,71,49.601486921310425,False
5,6,1.0,50.0,79,101,69,48.470040798187256,False
2,8,,10.0,66,101,83,38.37018871307373,False
10,0,,50.0,28,101,77,25.051016807556152,False
9,0,,30.0,40,101,81,29.857099294662476,False
8,3,,20.0,50,101,88,33.12880301475525,False
11,8,1.0,40.0,86,101,70,50.61085391044617,False
11,5,,40.0,44,101,62,30.269956350326538,False
5,8,1.0,10.0,98,101,65,58.003859519958496,False
5,1,1.0,70.0,73,101,71,46.79899883270264,False
7,9,,40.0,40,101,76,30.09531569480896,False
1,7,1.0,60.0,80,101,74,49.10151505470276,False
1,1,,30.0,43,101,79,35.59999084472656,False
9,0,1.0,70.0,74,101,89,47.06291317939758,False
5,5,1.0,70.0,72,101,78,51.66686534881592,False
1,7,,50.0,37,101,71,28.28359365463257,False
0,3,1.0,10.0,93,101,81,53.018388748168945,False
3,3,,10.0,45,101,77,30.948801517486572,False
10,1,,20.0,54,101,78,34.562325954437256,False
11,2,,60.0,27,101,64,25.122369527816772,False
11,8,,,100,101,68,49.78530406951904,False
4,2,1.0,50.0,89,101,80,51.80536913871765,False
11,8,1.0,,67,101,52,43.48366117477417,False
9,6,,,100,101,86,49.73110604286194,False
1,9,1.0,30.0,88,101,78,52.094362020492554,False
9,8,1.0,10.0,93,101,83,56.65461564064026,False
3,4,1.0,30.0,84,101,82,50.692042112350464,False
2,7,1.0,70.0,78,101,83,48.57553243637085,False
10,3,1.0,10.0,91,101,79,52.45552635192871,False
4,0,,30.0,39,101,79,29.346277475357056,False
1,4,,40.0,31,101,71,26.92354679107666,False
5,2,1.0,10.0,94,101,76,53.46414637565613,False
6,1,,30.0,34,101,64,27.881274938583374,False
0,9,,60.0,31,101,71,26.56945252418518,False
2,9,,50.0,30,101,84,25.849836826324463,False
5,4,,70.0,35,101,73,28.275940418243408,False
9,0,1.0,,73,101,83,45.51353645324707,False
4,3,,10.0,68,101,80,38.92862391471863,False
3,3,1.0,60.0,70,101,84,45.63330698013306,False
3,2,1.0,40.0,74,101,87,46.305707931518555,False
8,8,,,100,101,83,50.395219564437866,False
9,8,1.0,70.0,77,101,82,48.55015015602112,False
5,2,1.0,70.0,76,101,79,47.78951549530029,False
3,4,,,100,101,83,49.54520797729492,False
5,5,,50.0,30,101,75,25.847344636917114,False
8,6,,,100,101,84,49.746994495391846,False
5,6,1.0,10.0,92,101,71,52.73193669319153,False
4,6,1.0,40.0,81,101,79,48.688629150390625,False
3,9,1.0,30.0,80,101,85,49.251426219940186,False
3,3,,,100,101,82,49.84045362472534,False
8,9,,40.0,31,101,85,26.98699688911438,False
5,6,1.0,40.0,79,101,69,48.015784740448,False
5,7,1.0,20.0,91,101,72,52.8234384059906,False
3,1,,70.0,37,101,86,29.046682357788086,False
8,2,1.0,20.0,83,101,83,50.058401107788086,False
5,9,,20.0,45,101,68,31.42658519744873,False
3,4,1.0,10.0,93,101,82,52.986549377441406,False
2,7,,50.0,39,101,86,29.02179718017578,False
7,1,1.0,40.0,93,101,70,52.85397958755493,False
0,7,,70.0,30,101,67,26.332804441452026,False
8,7,1.0,40.0,81,101,81,49.663257360458374,False
9,9,1.0,70.0,72,101,81,46.65912055969238,False
6,6,1.0,,59,101,73,40.60814046859741,False
7,7,,60.0,23,101,63,23.95147705078125,False
4,1,1.0,10.0,98,101,76,54.76241207122803,False
7,5,1.0,40.0,92,101,77,52.59990048408508,False
7,4,,10.0,67,101,55,38.75235605239868,False
3,3,,60.0,31,101,86,26.36657953262329,False
3,2,1.0,70.0,74,101,87,47.17689514160156,False
4,5,,60.0,27,101,81,24.973565578460693,False
10,8,,30.0,41,101,64,35.48564100265503,False
